记录ID,用户ID,购买商品数量,商品ID,购买总金额(元),购买时间,是否退款
20611,55,3,"1833,1286,1129",4033.36,2024-11-15 13:51:00,否
20612,39,1,1911,454.6,2024-07-10 11:38:00,否
20613,77,2,"1511,1998",1480.0,2024-10-09 09:23:00,否
20614,94,2,"1279,1914",2507.21,2024-08-13 00:55:00,否
20615,44,3,"1316,1253,1183",5546.0,2024-06-29 23:11:00,否
20616,3,3,"1561,1288,1423",5809.29,2024-03-01 10:21:00,是
20617,78,2,"1145,1853",1659.13,2024-02-17 09:15:00,否
20618,31,3,"1424,1146,1625",2634.09,2024-01-23 03:18:00,否
20619,81,2,"1287,1684",1187.32,2024-11-17 08:28:00,否
20620,46,2,"1602,1208",5290.75,2024-08-24 03:11:00,否
20621,61,3,"1016,1984,1457",1447.96,2024-02-05 13:01:00,否
20622,25,4,"1821,1913,1597,1330",2560.93,2024-03-14 18:19:00,否
20623,58,3,"1061,1139,1033",315.81,2024-05-29 21:17:00,是
20624,33,4,"1026,1473,1429,1782",4539.85,2024-08-29 11:00:00,否
20625,34,1,1001,1086.17,2024-06-07 06:17:00,否
20626,54,3,"1385,1445,1213",2081.92,2024-07-30 13:30:00,否
20627,46,2,"1697,1030",3112.66,2024-07-16 08:06:00,否
20628,15,2,"1874,1245",6755.63,2024-02-21 01:41:00,否
20629,40,5,"1312,1670,1172,1396,1658",3570.27,2024-05-28 05:51:00,否
20630,85,4,"1207,1452,1582,1951",3168.06,2024-07-29 14:30:00,否
20631,19,3,"1851,1631,1362",8790.78,2024-08-08 18:39:00,否
20632,5,1,1699,3888.55,2024-03-02 06:36:00,否
20633,84,1,1202,515.38,2024-10-31 00:43:00,否
20634,68,3,"1543,1242,1944",1143.89,2024-12-25 16:50:00,否
20635,33,3,"1958,1744,1021",3221.52,2024-08-24 10:24:00,否
20636,19,4,"1446,1146,1394,1704",6917.46,2024-03-06 02:55:00,否
20637,2,2,"1959,1655",2764.73,2024-02-17 01:09:00,否
20638,5,2,"1810,1925",3188.57,2024-06-11 20:28:00,否
20639,57,2,"1230,1120",2383.67,2024-04-11 04:45:00,否
20640,2,1,1519,55.76,2024-10-21 01:20:00,否
20641,62,1,1288,923.65,2024-07-10 13:59:00,否
20642,12,4,"1919,1604,1847,1473",3050.72,2024-08-09 17:41:00,否
20643,30,1,1080,1559.36,2024-12-10 13:39:00,否
20644,61,3,"1726,1898,1459",3509.23,2024-05-20 15:15:00,否
20645,92,1,1900,1860.11,2024-12-10 06:56:00,否
20646,56,2,"1124,1597",2061.28,2024-12-05 20:25:00,否
20647,63,4,"1191,1864,1926,1333",9556.94,2024-05-26 16:54:00,否
20648,90,3,"1318,1640,1558",6219.16,2024-06-05 18:13:00,否
20649,45,3,"1168,1474,1235",1351.97,2024-06-19 00:54:00,否
20650,24,4,"1658,1441,1526,1428",5702.04,2024-06-13 10:40:00,否
20651,68,2,"1139,1208",1012.46,2024-04-22 20:25:00,否
20652,75,3,"1212,1661,1441",8421.32,2024-12-12 14:31:00,否
20653,36,2,"1689,1885",2801.18,2024-05-28 13:56:00,否
20654,38,2,"1054,1959",164.96,2024-11-02 10:35:00,否
20655,90,1,1267,871.22,2024-07-20 01:09:00,否
20656,25,5,"1686,1865,1807,1080,1135",3758.12,2024-10-30 08:55:00,否
20657,28,4,"1668,1341,1588,1651",7190.22,2024-02-03 06:06:00,否
20658,23,2,"1169,1716",4273.03,2024-09-05 03:55:00,否
20659,69,1,1523,3408.48,2024-08-24 10:04:00,否
20660,55,3,"1818,1203,1912",2087.42,2024-02-06 08:11:00,否
20661,7,4,"1352,1468,1395,1032",7141.77,2024-02-03 12:04:00,否
20662,40,4,"1832,1761,1878,1967",5390.15,2024-07-09 21:50:00,否
20663,82,3,"1132,1218,1792",680.97,2024-04-10 22:18:00,否
20664,25,2,"1104,1605",2253.29,2024-01-17 07:32:00,否
20665,46,2,"1912,1704",2259.55,2024-07-04 11:35:00,否
20666,99,1,1826,49.43,2024-07-04 05:12:00,否
20667,58,4,"1063,1823,1200,1362",3698.28,2024-11-05 17:20:00,否
20668,99,1,1511,1300.81,2024-04-05 10:01:00,否
20669,80,2,"1334,1984",388.73,2024-06-03 20:33:00,否
20670,89,1,1236,334.35,2024-01-01 07:00:00,否
20671,73,2,"1067,1126",4634.07,2024-04-23 02:35:00,否
20672,88,3,"1750,1320,1030",1523.77,2024-08-16 08:24:00,否
20673,86,3,"1193,1559,1265",2844.24,2024-07-28 07:02:00,否
20674,57,4,"1496,1570,1060,1761",1478.41,2024-12-06 23:36:00,否
20675,79,5,"1058,1862,1761,1682,1251",2163.86,2024-01-10 13:42:00,否
20676,3,3,"1060,1265,1654",3561.16,2024-01-29 21:49:00,否
20677,53,3,"1901,1311,1028",891.07,2024-07-29 14:09:00,否
20678,16,3,"1995,1648,1769",4930.45,2024-10-02 21:08:00,否
20679,53,5,"1920,1689,1561,1209,1934",5070.41,2024-01-24 16:19:00,否
20680,34,3,"1497,1688,1468",3043.48,2024-02-13 03:15:00,否
20681,70,3,"1153,1342,1293",7097.69,2024-12-03 21:41:00,否
20682,17,3,"1484,1220,1019",1219.66,2024-05-12 01:21:00,否
20683,1,1,1242,116.34,2024-09-03 09:59:00,是
20684,88,1,1461,440.82,2024-04-23 22:03:00,否
20685,83,1,1095,1836.42,2024-07-17 17:17:00,否
20686,61,5,"1383,1060,1346,1039,1205",2953.19,2024-12-22 11:14:00,否
20687,72,2,"1064,1389",435.63,2024-02-01 21:56:00,是
20688,10,2,"1988,1034",1717.72,2024-09-02 15:31:00,否
20689,61,1,1637,974.91,2024-12-13 05:08:00,否
20690,7,2,"1318,1294",4638.11,2024-04-05 07:54:00,否
20691,81,3,"1787,1076,1702",782.9,2024-02-29 01:36:00,否
20692,60,4,"1376,1962,1680,1901",942.14,2024-08-21 17:35:00,否
20693,86,1,1384,65.7,2024-06-15 02:47:00,否
20694,50,2,"1388,1993",1000.72,2024-01-23 13:33:00,否
20695,94,1,1246,61.49,2024-09-03 15:41:00,否
20696,49,1,1292,1169.6,2024-01-21 14:36:00,否
20697,77,3,"1467,1303,1035",2319.64,2024-03-17 14:47:00,否
20698,92,3,"1401,1160,1430",3801.63,2024-09-08 09:08:00,否
20699,82,1,1571,1965.89,2024-07-31 10:43:00,否
20700,5,5,"1009,1913,1848,1567,1745",902.73,2024-04-16 17:20:00,否
20701,52,3,"1926,1670,1489",4879.66,2024-11-12 04:22:00,否
20702,52,1,1197,42.75,2024-02-18 00:46:00,是
20703,51,2,"1057,1197",1220.73,2024-03-05 01:38:00,否
20704,4,2,"1346,1371",827.3,2024-10-22 15:57:00,否
20705,14,1,1496,115.43,2024-06-25 03:42:00,否
20706,34,1,1329,1365.95,2024-12-05 20:55:00,否
20707,46,3,"1337,1431,1338",7649.98,2024-02-10 09:20:00,否
20708,76,3,"1323,1587,1940",1039.97,2024-06-15 15:51:00,否
20709,47,2,"1487,1842",2937.07,2024-10-09 12:03:00,否
20710,77,2,"1910,1933",3018.51,2024-01-05 17:46:00,否
20711,83,1,1778,11.67,2024-10-11 06:28:00,是
20712,12,4,"1763,1877,1090,1042",3925.34,2024-10-10 13:16:00,否
20713,84,2,"1700,1702",3736.97,2024-04-07 19:07:00,否
20714,24,3,"1852,1709,1482",7324.26,2024-07-24 05:40:00,否
20715,28,3,"1323,1760,1369",1355.66,2024-12-22 11:45:00,否
20716,69,5,"1149,1403,1871,1011,1815",9584.72,2024-09-25 19:07:00,否
20717,26,2,"1944,1202",1346.58,2024-12-14 09:38:00,否
20718,66,3,"1980,1376,1922",3157.41,2024-11-02 03:52:00,否
20719,8,2,"1826,1937",154.63,2024-08-20 16:00:00,否
20720,67,4,"1372,1379,1718,1461",2144.26,2024-01-09 00:21:00,否
20721,84,3,"1512,1056,1278",3254.77,2024-01-18 07:43:00,否
20722,69,4,"1931,1085,1607,1281",1638.79,2024-07-10 13:55:00,否
20723,61,1,1763,159.86,2024-03-19 20:05:00,否
20724,88,1,1939,2356.11,2024-09-30 09:12:00,否
20725,77,4,"1169,1743,1168,1192",12744.77,2024-09-08 23:40:00,否
20726,2,4,"1781,1722,1101,1380",1172.71,2024-12-15 00:16:00,否
20727,78,3,"1923,1643,1094",4952.58,2024-06-18 18:52:00,否
20728,8,1,1070,2453.3,2024-02-21 04:11:00,否
20729,36,3,"1825,1367,1832",5206.4,2024-03-01 01:34:00,否
20730,22,1,1401,28.06,2024-12-01 20:19:00,否
20731,75,2,"1694,1274",2717.49,2024-12-23 01:38:00,否
20732,31,1,1288,923.65,2024-06-07 08:56:00,否
20733,91,1,1787,292.8,2024-08-08 02:54:00,否
20734,19,2,"1471,1321",563.15,2024-03-27 23:06:00,否
20735,27,2,"1456,1392",4203.65,2024-06-16 17:45:00,否
20736,4,1,1939,2356.11,2024-08-25 05:48:00,否
20737,31,1,1118,2503.68,2024-08-21 08:10:00,否
20738,35,1,1518,77.87,2024-05-12 07:39:00,否
20739,67,3,"1364,1235,1588",6156.96,2024-04-12 02:58:00,否
20740,43,2,"1260,1532",1013.03,2024-11-20 07:02:00,否
20741,79,4,"1514,1964,1976,1507",7640.66,2024-10-08 06:20:00,否
20742,38,1,1705,4843.41,2024-04-06 17:40:00,否
20743,46,2,"1919,1917",745.41,2024-11-27 10:26:00,否
20744,37,2,"1762,1971",775.47,2024-12-08 03:03:00,否
20745,65,3,"1661,1322,1450",5464.53,2024-09-25 16:00:00,是
20746,5,3,"1123,1680,1408",811.61,2024-04-06 07:08:00,否
20747,87,2,"1774,1740",1130.24,2024-08-22 07:10:00,否
20748,17,1,1589,230.99,2024-09-07 21:14:00,否
20749,25,1,1122,156.7,2024-06-25 00:43:00,否
20750,16,2,"1378,1480",1037.01,2024-07-29 17:02:00,否
20751,25,1,1417,225.32,2024-12-03 15:21:00,否
20752,63,5,"1124,1821,1846,1484,1594",4654.35,2024-12-26 07:10:00,否
20753,71,1,1390,1269.88,2024-12-18 10:23:00,否
20754,82,2,"1796,1705",9074.38,2024-03-24 10:47:00,否
20755,76,3,"1079,1758,1450",2854.13,2024-09-14 15:06:00,否
20756,77,1,1150,4588.63,2024-12-28 00:21:00,否
20757,13,1,1154,170.58,2024-10-27 00:06:00,否
20758,97,2,"1517,1465",2063.75,2024-02-22 17:58:00,是
20759,5,4,"1514,1483,1081,1845",3050.37,2024-04-23 22:41:00,否
20760,60,1,1452,1168.54,2024-11-01 00:58:00,否
20761,75,4,"1114,1599,1580,1840",1866.06,2024-06-23 20:09:00,否
20762,68,2,"1284,1557",4287.36,2024-10-23 11:13:00,否
20763,100,3,"1542,1916,1928",2029.78,2024-08-07 20:29:00,否
20764,56,3,"1290,1040,1652",3648.82,2024-11-24 22:35:00,否
20765,61,1,1800,810.39,2024-12-01 14:14:00,否
20766,28,2,"1501,1776",1251.37,2024-11-26 21:16:00,否
20767,32,2,"1555,1447",2830.04,2024-11-20 22:45:00,否
20768,38,3,"1330,1590,1658",1722.48,2024-02-28 15:03:00,否
20769,69,2,"1773,1195",5013.18,2024-03-04 02:58:00,否
20770,3,2,"1314,1848",1473.37,2024-06-21 06:13:00,否
20771,56,1,1966,784.84,2024-03-18 15:09:00,否
20772,100,2,"1186,1938",1753.37,2024-09-26 17:44:00,否
20773,41,2,"1263,1982",1453.31,2024-08-05 17:27:00,否
20774,97,3,"1187,1563,1758",1818.0,2024-03-11 05:27:00,否
20775,79,3,"1691,1420,1240",4809.36,2024-04-24 06:50:00,否
20776,37,3,"1732,1800,1758",1966.59,2024-12-19 03:31:00,否
20777,46,1,1670,86.25,2024-06-02 02:15:00,否
20778,30,2,"1123,1048",2618.18,2024-05-26 20:12:00,否
20779,54,4,"1012,1996,1269,1739",4383.77,2024-11-29 01:56:00,否
20780,48,2,"1134,1921",2201.83,2024-03-23 13:06:00,否
20781,22,1,1276,218.19,2024-01-21 09:12:00,否
20782,30,2,"1756,1218",527.92,2024-09-11 14:43:00,是
20783,75,2,"1393,1623",993.3,2024-09-02 01:34:00,否
20784,32,3,"1568,1532,1954",3882.73,2024-10-15 15:53:00,否
20785,87,5,"1773,1166,1492,1347,1244",8131.34,2024-03-26 08:42:00,否
20786,27,1,1898,2925.83,2024-04-15 03:46:00,是
20787,43,3,"1747,1043,1129",3250.52,2024-09-06 04:49:00,是
20788,48,3,"1119,1345,1006",1273.36,2024-11-30 02:15:00,否
20789,2,2,"1119,1988",2462.79,2024-06-04 07:25:00,否
20790,4,3,"1186,1251,1495",5453.04,2024-08-20 07:24:00,否
20791,95,2,"1354,1173",1398.33,2024-01-11 23:47:00,否
20792,76,3,"1128,1459,1352",6039.09,2024-02-05 02:36:00,否
20793,65,3,"1291,1319,1517",2217.82,2024-08-27 14:27:00,否
20794,56,1,1052,70.34,2024-08-27 22:33:00,否
20795,52,1,1496,115.43,2024-07-15 11:56:00,否
20796,66,2,"1499,1999",2017.65,2024-01-13 02:04:00,否
20797,6,1,1747,1286.99,2024-04-11 21:41:00,否
20798,4,3,"1873,1255,1542",2513.69,2024-05-22 21:00:00,否
20799,87,1,1208,811.49,2024-07-22 16:51:00,否
20800,6,1,1865,693.65,2024-04-19 20:17:00,否
20801,7,3,"1104,1236,1125",2688.73,2024-08-15 09:50:00,否
20802,89,3,"1962,1672,1168",199.57,2024-11-07 09:22:00,否
20803,41,2,"1969,1411",6402.34,2024-09-13 15:29:00,否
20804,78,1,1952,43.66,2024-04-28 01:48:00,否
20805,47,1,1123,374.47,2024-10-18 21:19:00,是
20806,95,4,"1711,1270,1165,1159",4793.88,2024-02-19 03:08:00,否
20807,9,3,"1699,1368,1196",4666.39,2024-10-17 06:59:00,否
20808,63,3,"1164,1572,1956",1190.62,2024-11-26 17:06:00,否
20809,31,2,"1857,1994",872.21,2024-08-20 15:04:00,否
20810,32,3,"1677,1238,1525",5424.06,2024-12-28 01:13:00,否
20811,45,2,"1111,1055",931.12,2024-09-01 01:05:00,否
20812,66,2,"1597,1215",732.44,2024-04-05 11:09:00,否
20813,1,1,1493,130.95,2024-09-10 23:16:00,否
20814,32,2,"1500,1271",637.91,2024-06-03 15:01:00,否
20815,58,1,1370,1378.82,2024-09-22 19:37:00,否
20816,52,3,"1764,1279,1605",5628.96,2024-05-10 15:10:00,否
20817,91,2,"1685,1460",1367.18,2024-06-13 23:26:00,否
20818,11,3,"1876,1783,1538",1573.07,2024-07-23 08:47:00,否
20819,48,1,1912,1093.57,2024-03-12 23:14:00,否
20820,89,2,"1707,1615",3590.57,2024-06-21 13:21:00,否
20821,69,4,"1705,1709,1408,1261",9796.46,2024-03-17 02:10:00,否
20822,64,1,1427,1281.94,2024-01-23 10:22:00,否
20823,30,3,"1873,1619,1980",3313.48,2024-02-17 15:48:00,否
20824,89,4,"1106,1898,1115,1006",6279.54,2024-03-26 19:47:00,否
20825,18,1,1962,23.92,2024-07-16 16:16:00,否
20826,38,3,"1803,1753,1771",9198.81,2024-06-27 16:21:00,否
20827,43,3,"1891,1821,1647",3779.76,2024-10-24 07:40:00,否
20828,54,3,"1795,1231,1047",3698.17,2024-09-17 09:03:00,否
20829,33,3,"1038,1696,1605",5894.07,2024-11-12 11:47:00,否
20830,85,1,1275,1245.85,2024-11-20 04:26:00,否
20831,100,4,"1594,1932,1237,1818",3589.4,2024-05-19 18:59:00,否
20832,49,1,1387,133.59,2024-01-01 04:37:00,否
20833,88,2,"1393,1930",2447.29,2024-03-29 12:38:00,否
20834,91,1,1067,154.95,2024-06-29 11:15:00,否
20835,30,4,"1898,1291,1223,1622",4300.73,2024-10-31 08:47:00,否
20836,39,3,"1850,1580,1256",3427.82,2024-12-20 18:37:00,否
20837,72,4,"1055,1186,1654,1188",3548.13,2024-11-17 04:36:00,否
20838,68,1,1237,305.18,2024-08-03 20:12:00,否
20839,20,3,"1016,1038,1826",3873.96,2024-03-04 15:53:00,否
20840,12,3,"1497,1846,1883",986.77,2024-08-25 14:52:00,否
20841,69,3,"1386,1248,1177",763.64,2024-09-06 20:51:00,是
20842,81,1,1114,1109.14,2024-08-03 05:10:00,否
20843,49,3,"1786,1584,1939",2825.43,2024-07-07 09:27:00,否
20844,77,2,"1153,1132",1750.78,2024-10-04 00:52:00,否
20845,50,1,1633,103.44,2024-05-02 03:54:00,否
20846,59,2,"1776,1849",1370.91,2024-04-08 21:47:00,否
20847,83,1,1968,193.94,2024-04-30 02:49:00,否
20848,24,3,"1825,1445,1051",1634.7,2024-10-01 03:42:00,否
20849,64,2,"1278,1824",1008.33,2024-10-13 00:31:00,否
20850,36,3,"1192,1009,1902",5059.61,2024-09-03 11:00:00,否
20851,100,3,"1360,1844,1964",5247.3,2024-06-21 19:56:00,否
20852,44,3,"1911,1181,1891",1129.52,2024-02-05 17:11:00,否
20853,3,1,1725,1051.57,2024-09-25 08:49:00,否
20854,31,3,"1559,1533,1637",3723.51,2024-10-25 09:28:00,否
20855,4,2,"1117,1553",6061.39,2024-10-19 12:29:00,否
20856,65,2,"1105,1788",4179.92,2024-07-30 19:54:00,是
20857,69,2,"1637,1826",1024.34,2024-01-14 10:01:00,否
20858,29,4,"1170,1960,1725,1876",2791.19,2024-08-05 15:05:00,否
20859,48,2,"1012,1092",1385.66,2024-10-18 21:03:00,是
20860,22,4,"1951,1787,1345,1569",1901.29,2024-02-05 16:54:00,否
20861,54,1,1579,329.7,2024-02-08 03:03:00,否
20862,34,1,1735,2096.57,2024-08-10 12:50:00,否
20863,40,4,"1975,1402,1226,1961",8189.82,2024-03-27 19:34:00,否
20864,10,5,"1461,1632,1529,1946,1193",3486.49,2024-05-19 08:56:00,否
20865,33,4,"1402,1961,1623,1452",5052.5,2024-09-01 21:46:00,否
20866,30,3,"1859,1314,1352",5694.02,2024-09-03 09:21:00,否
20867,29,3,"1954,1206,1144",1506.17,2024-04-20 07:47:00,是
20868,94,2,"1095,1271",2318.52,2024-11-24 08:45:00,否
20869,74,5,"1627,1437,1117,1579,1615",9156.01,2024-09-21 19:34:00,否
20870,62,3,"1381,1457,1970",1390.23,2024-12-07 21:27:00,否
20871,33,4,"1150,1564,1312,1479",8911.37,2024-07-16 08:42:00,否
20872,33,3,"1409,1393,1373",1279.22,2024-04-02 04:17:00,是
20873,86,2,"1267,1144",1314.53,2024-07-02 03:45:00,否
20874,34,1,1661,3972.26,2024-10-12 15:11:00,否
20875,25,4,"1337,1728,1496,1557",9131.58,2024-11-06 17:45:00,否
20876,1,3,"1507,1214,1309",2564.12,2024-06-21 23:21:00,否
20877,58,2,"1855,1370",1774.47,2024-04-03 12:57:00,是
20878,51,3,"1699,1878,1593",6128.03,2024-09-15 14:54:00,否
20879,73,1,1803,3656.83,2024-02-14 02:33:00,否
20880,92,4,"1191,1593,1774,1454",1306.3,2024-04-04 19:03:00,否
20881,7,3,"1415,1688,1888",2171.34,2024-06-18 16:13:00,否
20882,45,2,"1679,1581",3462.22,2024-02-04 18:35:00,否
20883,4,3,"1330,2000,1967",2098.57,2024-03-22 08:41:00,否
20884,96,2,"1216,1268",2954.62,2024-09-12 20:05:00,否
20885,5,1,1286,991.37,2024-11-26 12:01:00,否
20886,85,3,"1804,1889,1924",5810.68,2024-09-27 01:52:00,否
20887,94,2,"1433,1934",2183.68,2024-03-24 13:05:00,否
20888,52,2,"1632,1901",355.04,2024-06-01 08:52:00,否
20889,3,3,"1517,1702,1766",1178.34,2024-04-25 13:29:00,否
20890,69,2,"1828,1273",721.13,2024-09-07 04:57:00,否
20891,21,4,"1410,1772,1369,1682",1616.45,2024-05-06 05:55:00,否
20892,34,1,1774,31.84,2024-01-19 22:50:00,否
20893,42,1,1488,29.6,2024-11-02 08:46:00,否
20894,2,3,"1352,1424,1940",5722.76,2024-11-29 08:56:00,是
20895,32,2,"1459,1655",2941.12,2024-09-22 22:08:00,否
20896,42,2,"1639,1397",784.43,2024-11-08 03:55:00,否
20897,100,2,"1215,1008",1033.59,2024-04-26 02:05:00,否
20898,40,2,"1043,1906",1885.04,2024-07-21 12:07:00,否
20899,90,1,1025,3609.81,2024-03-17 03:58:00,否
20900,42,1,1974,135.88,2024-08-16 14:31:00,否
20901,38,1,1610,37.29,2024-05-24 08:54:00,否
20902,42,2,"1810,1827",3097.58,2024-02-19 14:01:00,否
20903,3,1,1234,790.35,2024-08-07 12:11:00,否
20904,26,5,"1942,1419,1236,1760,1577",4661.78,2024-03-12 07:24:00,否
20905,42,3,"1892,1892,1092",2508.22,2024-10-29 09:21:00,否
20906,79,2,"1369,1286",1559.53,2024-09-05 01:33:00,否
20907,94,3,"1034,1172,1205",4088.17,2024-04-21 02:16:00,否
20908,30,2,"1087,1398",1925.32,2024-08-18 17:27:00,否
20909,96,1,1766,305.87,2024-08-29 14:23:00,否
20910,51,1,1202,515.38,2024-05-12 00:17:00,否
20911,12,4,"1422,1445,1104,1847",2800.45,2024-06-07 00:47:00,否
20912,28,2,"1270,1673",1301.38,2024-09-22 06:50:00,否
20913,14,3,"1912,1719,1084",1472.45,2024-12-25 21:53:00,否
20914,80,2,"1736,1737",1010.29,2024-08-17 07:08:00,否
20915,39,3,"1338,1621,1864",3052.17,2024-10-19 20:10:00,否
20916,98,3,"1198,1966,1909",2706.88,2024-04-01 05:38:00,否
20917,92,2,"1244,1094",2018.61,2024-09-01 15:32:00,否
20918,99,3,"1730,1960,1210",4845.56,2024-08-03 05:13:00,否
20919,49,1,1062,701.06,2024-02-14 12:28:00,否
20920,2,1,1772,578.41,2024-10-13 16:33:00,否
20921,24,4,"1611,1225,1731,1438",1899.58,2024-06-05 22:20:00,是
20922,6,3,"1347,1134,1819",3960.92,2024-12-17 16:48:00,是
20923,33,1,1668,1167.86,2024-09-08 23:42:00,否
20924,90,1,1793,4411.66,2024-05-27 08:04:00,否
20925,74,2,"1888,1907",508.13,2024-08-14 08:24:00,否
20926,35,1,1850,2655.19,2024-10-12 05:25:00,否
20927,13,2,"1332,1579",1232.62,2024-02-01 20:03:00,是
20928,86,4,"1659,1895,1878,1303",4309.35,2024-01-21 15:49:00,否
20929,90,5,"1520,1586,1610,1638,1842",3788.09,2024-02-25 07:48:00,否
20930,11,3,"1126,1159,1832",8250.71,2024-08-30 21:18:00,否
20931,49,1,1102,33.58,2024-05-07 06:02:00,否
20932,66,1,2000,1084.17,2024-09-17 15:28:00,否
20933,42,2,"1151,1154",2294.87,2024-04-17 16:32:00,否
20934,47,3,"1257,1041,1248",1134.17,2024-12-31 16:04:00,否
20935,24,2,"1990,1945",998.41,2024-01-27 15:52:00,否
20936,37,2,"1106,1404",1047.48,2024-10-06 17:14:00,否
20937,75,4,"1938,1295,1396,1645",1728.99,2024-03-17 04:11:00,是
20938,77,2,"1662,1239",5817.98,2024-12-23 23:34:00,否
20939,51,1,1558,1233.89,2024-04-17 13:38:00,否
20940,36,2,"1119,1711",2443.2,2024-08-15 07:24:00,否
20941,2,1,1800,810.39,2024-01-18 03:21:00,否
20942,73,4,"1005,1724,1019,1581",2560.21,2024-05-15 20:09:00,否
20943,37,4,"1776,1396,1470,1216",4333.54,2024-12-17 16:00:00,否
20944,86,1,1652,2691.97,2024-12-08 08:43:00,否
20945,16,1,1854,685.13,2024-03-10 16:38:00,否
20946,3,2,"1736,1646",253.94,2024-04-01 23:44:00,否
20947,60,3,"1431,1328,1282",4185.35,2024-07-28 22:30:00,否
20948,51,2,"1622,1450",1089.05,2024-09-09 19:03:00,否
20949,62,4,"1555,1583,1101,1517",3574.05,2024-12-16 05:33:00,否
20950,24,2,"1769,1910",1185.89,2024-02-04 21:14:00,是
20951,58,3,"1516,1930,1878",5422.97,2024-07-26 07:06:00,是
20952,29,2,"1527,1038",8158.7,2024-11-10 10:39:00,否
20953,64,5,"1863,1227,1708,1916,1231",6571.26,2024-04-30 02:11:00,否
20954,38,1,1377,4893.14,2024-06-12 17:17:00,否
20955,12,2,"1592,1188",1804.16,2024-04-10 10:01:00,否
20956,80,2,"1695,1721",3467.25,2024-03-12 14:05:00,否
20957,42,4,"1414,1960,1348,1073",6741.57,2024-02-08 22:38:00,否
20958,31,2,"1673,1161",2288.3,2024-10-11 16:04:00,否
20959,38,1,1063,150.9,2024-10-10 10:26:00,是
20960,60,1,1482,2336.69,2024-03-26 14:24:00,否
20961,43,3,"1220,1861,1524",1426.83,2024-11-01 10:15:00,否
20962,38,3,"1151,1866,1403",5952.93,2024-12-14 11:02:00,否
20963,46,1,1090,1152.93,2024-01-13 11:16:00,否
20964,3,1,1019,137.34,2024-02-24 02:00:00,否
20965,27,3,"1899,1906,1192",5084.26,2024-08-24 00:48:00,否
20966,34,3,"1539,1932,1053",5743.71,2024-04-18 02:58:00,否
20967,76,1,1355,93.11,2024-09-25 11:19:00,否
20968,48,2,"1895,1295",1640.49,2024-11-24 00:31:00,否
20969,94,4,"1509,1262,1964,1768",4466.74,2024-02-04 13:23:00,否
20970,22,1,1043,869.26,2024-09-24 12:35:00,否
20971,76,3,"1931,1180,1932",4137.19,2024-04-20 03:36:00,否
20972,84,4,"1905,1643,1816,1388",5626.66,2024-10-21 22:24:00,否
20973,61,3,"1949,1452,1643",7002.21,2024-10-26 11:09:00,否
20974,97,4,"1561,1135,1035,1369",5678.76,2024-07-24 21:41:00,否
20975,15,5,"1749,1038,1360,1026,1480",7358.18,2024-04-21 23:45:00,否
20976,21,1,1871,455.66,2024-11-18 18:14:00,否
20977,81,5,"1790,1777,1919,1139,1252",4737.2,2024-01-10 07:41:00,否
20978,88,2,"1068,1355",2006.42,2024-06-27 10:37:00,否
20979,84,1,1184,30.3,2024-11-13 00:34:00,否
20980,94,1,1858,1573.71,2024-03-25 08:28:00,否
20981,52,5,"1173,1390,1068,1347,1005",6563.91,2024-03-06 09:32:00,否
20982,26,4,"1448,1968,1742,1363",2776.92,2024-02-28 22:31:00,否
20983,100,1,1396,470.27,2024-10-28 04:58:00,否
20984,31,1,1292,1169.6,2024-01-31 09:32:00,否
20985,91,5,"1890,1346,1085,1405,1825",2432.33,2024-07-25 09:02:00,是
20986,30,3,"1791,1456,1243",6729.97,2024-12-30 22:50:00,否
20987,63,1,1024,686.36,2024-06-11 19:03:00,否
20988,55,4,"1371,1482,1872,1424",3781.21,2024-01-08 22:01:00,否
20989,31,1,1129,1094.27,2024-01-20 15:33:00,否
20990,88,4,"1966,1691,1908,1136",1879.51,2024-05-27 13:20:00,否
20991,94,2,"1734,1105",5079.86,2024-06-30 14:33:00,是
20992,38,1,1703,169.48,2024-05-22 04:20:00,否
20993,94,2,"1508,1683",2011.54,2024-06-18 06:54:00,否
20994,53,2,"1592,1848",1827.47,2024-12-16 02:42:00,否
20995,36,2,"1033,1472",522.9,2024-12-02 08:06:00,否
20996,91,2,"1458,1806",2138.82,2024-07-26 08:31:00,否
20997,45,4,"1827,1491,1580,1901",1100.52,2024-06-05 16:01:00,否
